"","site_model_name","clock_model_name","tree_prior_name","marg_log_lik","marg_log_lik_sd","weight"
"1","GTR","relaxed_log_normal","birth_death",-6371.90852093298,5.59300962682986,2.0182410034561e-13
"2","GTR","relaxed_log_normal","coalescent_bayesian_skyline",-6366.49832205901,5.78671966821062,4.51432209113543e-11
"3","GTR","relaxed_log_normal","coalescent_constant_population",-6363.7267519274,5.45474381011854,0.000000000721556189763919
"4","GTR","relaxed_log_normal","coalescent_exp_population",-6351.24077810939,3.98682687544311,0.000190923631749588
"5","GTR","relaxed_log_normal","yule",-6359.30768701194,5.40410025167765,0.000000059902598855573
"6","GTR","strict","birth_death",-6362.85051224201,6.05431824392749,0.00000000173307044779541
"7","GTR","strict","coalescent_bayesian_skyline",-6392.30199087403,7.50144095174771,2.80673598657976e-22
"8","GTR","strict","coalescent_constant_population",-6361.04042383384,4.33159577373312,0.0000000105907721369977
"9","GTR","strict","coalescent_exp_population",-6377.69648827505,5.80582703715497,6.18430282131408e-16
"10","GTR","strict","yule",-6383.58639415437,7.80612328973505,1.71134324453495e-18
"11","HKY","relaxed_log_normal","birth_death",-6364.27479946257,4.6333471739539,0.000000000417115315319005
"12","HKY","relaxed_log_normal","coalescent_bayesian_skyline",-6365.26082712836,5.45888871344317,0.000000000155607226476944
"13","HKY","relaxed_log_normal","coalescent_constant_population",-6370.06899277519,6.7015024278467,1.27019369740911e-12
"14","HKY","relaxed_log_normal","coalescent_exp_population",-6363.00425780535,5.60162742548062,0.00000000148609087323354
"15","HKY","relaxed_log_normal","yule",-6362.79167043266,5.43238122216828,0.00000000183810742706511
"16","HKY","strict","birth_death",-6374.72156383769,6.14309791264068,1.21139008401689e-14
"17","HKY","strict","coalescent_bayesian_skyline",-6368.15995768279,6.47728736786512,8.56945810413359e-12
"18","HKY","strict","coalescent_constant_population",-6354.17810595997,4.3526488846513,0.0000101203238439555
"19","HKY","strict","coalescent_exp_population",-6356.53635652975,4.47691276659256,0.000000957236390479886
"20","HKY","strict","yule",-6360.19431051248,4.44901900200831,0.0000000246825468897306
"21","JC69","relaxed_log_normal","birth_death",-6356.69476495019,5.05066078416807,0.000000817002334700595
"22","JC69","relaxed_log_normal","coalescent_bayesian_skyline",-6353.01435263618,4.78948053447077,0.0000324045546174955
"23","JC69","relaxed_log_normal","coalescent_constant_population",-6344.30263084284,3.82277165430021,0.196815255990511
"24","JC69","relaxed_log_normal","coalescent_exp_population",-6350.45234659857,4.75917784414446,0.000420021132356356
"25","JC69","relaxed_log_normal","yule",-6349.52209312071,4.87717494880116,0.0010648172881463
"26","JC69","strict","birth_death",-6352.91863597943,5.00487294432792,0.0000356595018992486
"27","JC69","strict","coalescent_bayesian_skyline",-6355.6282882925,5.66204852656455,0.00000237349447498801
"28","JC69","strict","coalescent_constant_population",-6348.36780664707,4.20319493124755,0.00337734432381636
"29","JC69","strict","coalescent_exp_population",-6342.90300257621,3.53527282770867,0.79782858492931
"30","TN93","relaxed_log_normal","birth_death",-6352.96831363636,4.40255049244023,0.0000339313032272184
"31","TN93","relaxed_log_normal","coalescent_bayesian_skyline",-6357.55336982121,4.64639452519463,0.00000034620707596521
"32","TN93","relaxed_log_normal","coalescent_constant_population",-6359.69641621043,4.55048115489315,0.000000040609039607841
"33","TN93","relaxed_log_normal","coalescent_exp_population",-6351.29397587866,4.43599249989926,0.000181032350085571
"34","TN93","relaxed_log_normal","yule",-6355.54723829754,4.38034491495108,0.00000257387700948011
"35","TN93","strict","birth_death",-6367.48042223536,5.53872490485118,1.69072064181871e-11
"36","TN93","strict","coalescent_bayesian_skyline",-6386.07336792478,7.24865057111775,1.42317445447964e-19
"37","TN93","strict","coalescent_constant_population",-6366.44266822257,5.99039682795846,4.77268417190381e-11
"38","TN93","strict","coalescent_exp_population",-6357.54040907559,5.08910465931271,0.00000035072338193289
"39","TN93","strict","yule",-6355.6408467494,4.56365259012369,0.00000234387343350365
